v_wind,l_tether_unstretched,l_tether,f_top,f_bot,f_mean,f_seg_1,f_seg_2,f_seg_3,f_seg_4,f_seg_5,f_seg_6
20.0,1.0,1.0002000400080016,124.36343598719233,124.36343598739704,124.3642976437332,124.36429764397202,124.36429764376732,124.36429764346026,124.36429764366497,124.36429764335792,124.36429764417673
20.0,1.0,1.0,27.993104002435313,27.993104002537653,27.996929586410033,27.99692960913206,27.99692958190657,27.996929568191476,27.996929568191476,27.99692958180422,27.99692960923441
20.0,1.0,0.9990009990009991,5.923016633137692,5.923016632831284,5.940964543913597,5.940966906867651,5.940964074802735,5.940962650172754,5.9409626498657,5.940964075212141,5.940966906560597
20.0,1.0,0.998003992015968,4.184659066058659,4.1846590660588,4.209872492724842,4.209879080542489,4.209871194055392,4.2098672035766445,4.2098672035766445,4.209871194055392,4.209879080542489
20.0,1.0,0.9950248756218907,2.618874056126035,2.618874055822078,2.658266141158516,2.6582917148650576,2.6582612167909248,2.6582454918195664,2.658245491717215,2.6582612172003306,2.658291714558003
20.0,1.0,0.9900990099009901,1.8165145472287287,1.8165145472268238,1.8712327233214976,1.871303253866552,1.8712196720261698,1.8711752441229468,1.871175243713541,1.8712196723332242,1.871303253866552
20.0,1.0,0.9803921568627451,1.2361305006719565,1.2361305009712034,1.3108595567384584,1.3110495761656682,1.3108272836341195,1.310701810364412,1.3107018102620605,1.310827283531768,1.3110495764727226
20.0,1.0,0.9523809523809523,0.6998463853836167,0.699846385289487,0.80671106548848,0.8073635285004599,0.8066309254036064,0.8061387426125499,0.8061387427149014,0.8066309253012549,0.8073635283981084
20.0,1.0,0.9090909090909091,0.417141571180836,0.4171415708608009,0.5465281615217144,0.5480082643052331,0.5464676955028391,0.5451085247058951,0.5451085247058951,0.5464676960145964,0.5480082638958272
30.0,1.0,1.0101010101010102,6208.083689762962,6208.083689763064,6208.083778887195,6208.083778887195,6208.083778887195,6208.083778887195,6208.083778887195,6208.083778887092,6208.083778887297
30.0,1.0,1.0050251256281406,3088.453857134436,3088.4538571346407,3088.454034486697,3088.4540344865777,3088.4540344867823,3088.4540344867823,3088.4540344867823,3088.4540344864754,3088.4540344867823
30.0,1.0,1.002004008016032,1231.7365506957412,1231.7365506954343,1231.7369927184027,1231.7369927184368,1231.7369927182322,1231.736992718539,1231.736992718539,1231.736992718539,1231.7369927181298
30.0,1.0,1.001001001001001,615.5084556480957,615.508455647891,615.5093384383222,615.509338438561,615.509338438254,615.5093384381516,615.5093384381516,615.5093384384587,615.5093384383563
30.0,1.0,1.0005002501250624,308.6201038319989,308.62010383189653,308.6218626842449,308.62186268472254,308.6218626840061,308.6218626840061,308.6218626838014,308.62186268431316,308.62186268462017
30.0,1.0,1.0002000400080016,129.56213529577388,129.56213529556916,129.5663222037189,129.56632220951883,129.56632220245658,129.56632219918131,129.56632219918131,129.56632220266127,129.5663222093141
30.0,1.0,1.0,48.061479374077486,48.061479373872814,48.07275752421598,48.07275763942961,48.07275750105043,48.072757432167904,48.072757432167904,48.07275750125514,48.0727576392249
30.0,1.0,0.9990009990009991,13.248035014937077,13.248035014732816,13.288655172338872,13.288660584667056,13.288654097938535,13.288650834462212,13.288650834155158,13.28865409834794,13.288660584462352
30.0,1.0,0.998003992015968,9.395260704502599,9.395260704502444,9.452110329449054,9.452125249818522,9.452107389181585,9.452098349602933,9.452098348784121,9.45210738948864,9.452125249818522
30.0,1.0,0.9950248756218907,5.889179678202442,5.889179678103142,5.977858689102301,5.97791632928264,5.977847592293406,5.977812145730854,5.977812145833205,5.977847592293406,5.977916329180289
30.0,1.0,0.9900990099009901,4.086327470127478,4.086327470229334,4.2094658187280585,4.2096245985789205,4.209436438007764,4.209336419648668,4.209336419443965,4.209436438007764,4.2096245986812715
30.0,1.0,0.9803921568627451,2.781083233261793,2.7810832330589825,2.9492339122642655,2.9496615366497614,2.949161285390711,2.948878914803499,2.9488789147011474,2.949161285595414,2.9496615364450585
30.0,1.0,0.9523809523809523,1.574620105379998,1.5746201054624387,1.8150688229381373,1.81653693359336,1.8148885034441453,1.8137810315722036,1.8137810317769065,1.8148885035464968,1.8165369336957116
30.0,1.0,0.9090909090909091,0.9385600975299548,0.9385600975279275,1.22968097082094,1.233011250867122,1.2295449277670678,1.2264867337774543,1.2264867340845087,1.2295449275623649,1.233011250867122
10.0,3.0,3.0303030303030303,6208.081128267889,6208.081128267616,6208.081138170677,6208.081138170586,6208.081138170586,6208.081138170859,6208.081138170859,6208.081138170859,6208.081138170313
10.0,3.0,3.015075376884422,3088.4435050728002,3088.4435050728002,3088.4435247786605,3088.4435247786605,3088.443524778797,3088.443524778524,3088.443524778797,3088.443524778524,3088.4435247786605
10.0,3.0,3.006012024048096,1231.671463525742,1231.6714635258784,1231.6715126420902,1231.6715126419992,1231.671512642272,1231.6715126419992,1231.6715126417264,1231.6715126424087,1231.6715126421357
10.0,3.0,3.0030030030030033,615.2478252219161,615.2478252215067,615.2479233514365,615.2479233515274,615.247923351391,615.247923351391,615.247923351664,615.2479233515274,615.2479233511181
10.0,3.0,3.001500750375187,307.58420065249203,307.58420065235555,307.584396740378,307.5843967405145,307.5843967402415,307.584396740378,307.58439674065096,307.5843967401051,307.584396740378
10.0,3.0,3.0006001200240044,123.750621614682,123.7506216142726,123.75110869870825,123.75110869943606,123.75110869779844,123.75110869889019,123.75110869889019,123.75110869820784,123.75110869902666
10.0,3.0,3.0,23.108345608608957,23.10834560833605,23.11095249221994,23.110952505070735,23.110952489649783,23.11095248200754,23.110952481598133,23.110952490195658,23.1109525047978
10.0,3.0,2.9970029970029977,4.447606128177264,4.447606128585699,4.461051068496481,4.461052833922707,4.461050717976844,4.461049653658122,4.461049653658122,4.46105071743097,4.461052834332113
10.0,3.0,2.9940119760479043,3.139851063933754,3.1398510640696022,3.158753139504556,3.1587580764613765,3.158752166688039,3.158749175296016,3.158749175296016,3.158752166688039,3.158758076597845
10.0,3.0,2.9850746268656723,1.9643750313557802,1.9643750310861918,1.9939159701981495,1.993935144402359,1.993912277994303,1.9939004880613176,1.9939004883342548,1.9939122782672403,1.9939351441294217
10.0,3.0,2.9702970297029703,1.3624412945060882,1.3624412943725137,1.4034784308322539,1.4035313212452216,1.4034686433942234,1.403435327993785,1.4034353275843792,1.4034686436671606,1.403531321108753
10.0,3.0,2.941176470588235,0.927111905780244,0.9271119059338734,0.9831580214754313,0.9833005201827838,0.9831338170835924,0.9830397268869806,0.9830397274328551,0.9831338169471238,0.9833005203192524
10.0,3.0,2.8571428571428568,0.5248870701745204,0.524887069905615,0.6050353679478556,0.6055247107360717,0.6049752631215988,0.6046061301223649,0.6046061301223649,0.6049752631215988,0.6055247104631345
10.0,3.0,2.727272727272727,0.31285673768750677,0.31285673767381084,0.40989659698033404,0.41100668477365154,0.409851248823756,0.4088318574800631,0.4088318572071259,0.4098512486872874,0.41100668491012016
20.0,3.0,3.0303030303030303,6208.085931067497,6208.085931067633,6208.086089510426,6208.086089510517,6208.086089510244,6208.086089510517,6208.086089510517,6208.086089510108,6208.086089510653
20.0,3.0,3.015075376884422,3088.4629150719757,3088.4629150722485,3088.463230363814,3088.463230363723,3088.463230363723,3088.463230363723,3088.463230364542,3088.4632303631774,3088.463230363996
20.0,3.0,3.006012024048096,1231.7934905848665,1231.7934905851396,1231.7942763663568,1231.7942763662656,1231.7942763665387,1231.7942763662656,1231.7942763665387,1231.7942763659928,1231.7942763665387
20.0,3.0,3.0030030030030033,615.736144337241,615.7361443373774,615.7377131588837,615.7377131590201,615.7377131588837,615.7377131587472,615.7377131587472,615.7377131587472,615.7377131591566
20.0,3.0,3.001500750375187,309.5152821172789,309.5152821174154,309.51839989718343,309.5183998984344,309.5183998970697,309.51839989611443,309.51839989611443,309.5183998967967,309.51839989857086
20.0,3.0,3.0006001200240044,133.95024424281755,133.95024424281755,133.9574435089004,133.95744352573155,133.95744350553417,133.9574434954355,133.9574434954355,133.95744350553417,133.95744352573155
20.0,3.0,3.0,58.21946749811626,58.21946749838914,58.23601774002963,58.23601794498274,58.23601769892983,58.23601757610808,58.236017575698675,58.23601769920277,58.23601794525568
20.0,3.0,2.9970029970029977,17.602491068869565,17.602491068733457,17.656838531405725,17.656845824538657,17.656837083996855,17.656832685886357,17.656832685476953,17.656837084133326,17.65684582440219
20.0,3.0,2.9940119760479043,12.510972458519053,12.510972458790869,12.586867000621304,12.586886974508849,12.586863065617049,12.58685096180625,12.586850961669782,12.586863065344112,12.586886974781786
20.0,3.0,2.9850746268656723,7.8496156644866675,7.849615663947338,7.967891765880687,7.967968684572746,7.967876955965503,7.967829657172043,7.967829657308512,7.96787695623844,7.9679686840268715
20.0,3.0,2.9702970297029703,5.447772922493676,5.4477729226277045,5.611975337348585,5.612187115826339,5.611936150590724,5.6118027456969255,5.6118027456969255,5.611936150317787,5.612187115962808
20.0,3.0,2.941176470588235,3.7079427226963086,3.7079427226968646,3.9321518665634976,3.932722099325936,3.932055020678904,3.931678479753886,3.931678479890355,3.9320550204059668,3.932722099325936
20.0,3.0,2.8571428571428568,2.099466066627814,2.099466066744345,2.4200669118456344,2.4220244429852045,2.4198264828968252,2.4183498095184053,2.4183498095184053,2.419826483033294,2.422024443121673
20.0,3.0,2.727272727272727,1.2514067123735504,1.251406712277281,1.6395687135299413,1.6440091252270417,1.639387326430608,1.6353096888639396,1.6353096888639396,1.6393873267035453,1.644009125090573
30.0,3.0,3.0303030303030303,6208.106743018257,6208.10674301812,6208.107545133196,6208.107545133196,6208.107545133196,6208.107545133196,6208.107545133196,6208.107545133333,6208.10754513306
30.0,3.0,3.015075376884422,3088.547019301559,3088.5470193014226,3088.5486154213577,3088.5486154213577,3088.548615421085,3088.548615421631,3088.5486154213577,3088.5486154214946,3088.5486154212213
30.0,3.0,3.006012024048096,1232.3217116965768,1232.3217116963037,1232.3256879906403,1232.3256879911862,1232.3256879906403,1232.3256879900944,1232.3256879906403,1232.3256879903672,1232.3256879909131
30.0,3.0,3.0030030030030033,617.8344560628536,617.8344560624442,617.8423710982165,617.84237110272,617.8423710973977,617.8423710945319,617.8423710948049,617.8423710975342,617.8423711023106
30.0,3.0,3.001500750375187,317.3784760428308,317.3784760428308,317.3938676578893,317.39386769032336,317.39386765156627,317.39386763177833,317.39386763205124,317.39386765129336,317.39386769032336
30.0,3.0,3.0006001200240044,161.33589319405414,161.33589319364478,161.36614547879205,161.3661457254818,161.3661454293449,161.3661452815494,161.36614528100353,161.36614543030018,161.36614572507239
30.0,3.0,3.0,99.94674765663895,99.94674765636611,99.99553475775235,99.99553579482283,99.99553455050201,99.99553392793219,99.99553392765925,99.99553455104788,99.9955357945499
30.0,3.0,2.9970029970029977,38.94681782845692,38.94681782818458,39.071143986347735,39.07116123306924,39.07114056407881,39.07113016203163,39.071130161485755,39.071140564624685,39.0711612327963
30.0,3.0,2.9940119760479043,27.972554506006187,27.972554505870306,28.144374465842876,28.144420252086455,28.144365447655684,28.1443376975818,28.144337697991205,28.144365447792154,28.144420251949988
30.0,3.0,2.9850746268656723,17.63225842293466,17.632258423204473,17.898799274699638,17.89897317174183,17.898765796492142,17.89865885559201,17.898658855864944,17.898765796492142,17.898973172014763
30.0,3.0,2.9702970297029703,12.250035131698764,12.250035131298475,12.619692295093488,12.62016959559551,12.619603984638372,12.619303304841889,12.619303305251295,12.619603985047778,12.620169595186104
30.0,3.0,2.941176470588235,8.340979195825932,8.340979195954645,8.845542423120484,8.84682619037953,8.845324410051347,8.84447666879411,8.844476669203516,8.84532440977841,8.846826190516
30.0,3.0,2.8571428571428568,4.723490369947847,4.723490369684625,5.444870970142769,5.449276016931037,5.4443299676155466,5.4410069258817195,5.441006925745251,5.444329968024952,5.4492760166581
30.0,3.0,2.727272727272727,2.8155891727287914,2.81558917276307,3.6889630922490055,3.6989544459132606,3.688555015110362,3.679379815586925,3.6793798158598623,3.688555015110362,3.6989544459132606
10.0,10.0,10.101010101010102,6208.084365712178,6208.084365711932,6208.084475742066,6208.084475742079,6208.084475741997,6208.084475742161,6208.084475741997,6208.084475742325,6208.084475741834
10.0,10.0,10.050251256281406,3088.4565889118803,3088.4565889117985,3088.456807865057,3088.456807865029,3088.456807865111,3088.456807865029,3088.456807865029,3088.456807865193,3088.456807864947
10.0,10.0,10.020040080160319,1231.75372419242,1231.753724192338,1231.754269891687,1231.7542698919056,1231.7542698918237,1231.7542698913323,1231.75426989166,1231.754269891578,1231.7542698918237
10.0,10.0,10.01001001001001,615.5771592742791,615.5771592745247,615.5782490166158,615.5782490167524,615.5782490165885,615.5782490165067,615.5782490165067,615.5782490163429,615.5782490169979
10.0,10.0,10.005002501250624,308.891166612342,308.8911666125876,308.89333612420427,308.8933361247502,308.89333612417704,308.89333612368574,308.89333612368574,308.89333612393136,308.8933361249958
10.0,10.0,10.002000400080016,130.9428547320819,130.94285473232756,130.94796918609202,130.94796919455305,130.9479691843998,130.94796917932317,130.94796917932317,130.94796918415415,130.9479691947987
10.0,10.0,10.0,51.557845982937486,51.55784598285562,51.570824991185,51.57082513324883,51.57082496269035,51.570824877288295,51.570824877779586,51.570824962936,51.57082513316695
10.0,10.0,9.990009990009991,14.702841912251754,14.702841912823558,14.748027613536076,14.748033649474648,14.748026415682816,14.748022775246064,14.748022775901113,14.748026414864004,14.748033650047816
10.0,10.0,9.98003992015968,10.434713048022376,10.434713047533316,10.497905732440623,10.497922332687555,10.4979024616837,10.497892403073434,10.497892403400959,10.497902461601818,10.497922332196268
10.0,10.0,9.950248756218906,6.542803621473161,6.542803621313599,6.641346259233867,6.641410317574072,6.641333925964741,6.641294534080906,6.641294534080906,6.6413339262922655,6.64141031741031
10.0,10.0,9.900990099009901,4.540179418218383,4.5401794186121265,4.67700479285742,4.677181233579049,4.676972144365452,4.676861000586818,4.6768610006686995,4.676972143956046,4.677181233988454
10.0,10.0,9.80392156862745,3.090045668767739,3.0900456690075284,3.2768820411333177,3.277357197226669,3.2768013430658094,3.2764875829437123,3.2764875834349994,3.2768013426564035,3.2773571974723126
10.0,10.0,9.523809523809524,1.749570281017957,1.7495702812379694,2.0167362282488677,2.0183674753551095,2.016535872548939,2.0153053367197327,2.0153053370472573,2.0165358722214144,2.018367475600753
10.0,10.0,9.09090909090909,1.0428426360031324,1.0428426362636785,1.366310507436439,1.370010824992418,1.3661593529570393,1.3627613444008002,1.3627613444826814,1.3661593524657523,1.3700108253199428
20.0,10.0,10.101010101010102,6208.137729164007,6208.137729164089,6208.139489625057,6208.139489626544,6208.139489625152,6208.139489623514,6208.139489623269,6208.139489625234,6208.139489626626
20.0,10.0,10.050251256281406,3088.6722237927356,3088.6722237925724,3088.675726790097,3088.675726790329,3088.6757267899197,3088.6757267900834,3088.6757267899197,3088.6757267901653,3088.6757267901653
20.0,10.0,10.020040080160319,1233.106486600799,1233.1064866004715,1233.1152081045711,1233.1152081072185,1233.1152081040252,1233.1152081024695,1233.1152081026332,1233.115208104189,1233.115208106891
20.0,10.0,10.01001001001001,620.9068855281643,620.9068855283281,620.9241709061056,620.9241709269988,620.9241709020251,620.9241708890061,620.9241708896611,620.9241709017795,620.9241709271627
20.0,10.0,10.005002501250624,327.8625099418022,327.862509941966,327.895207938162,327.89520808017124,327.89520790969465,327.8952078246201,327.8952078247839,327.8952079093672,327.895208080335
20.0,10.0,10.002000400080016,186.18900068968247,186.1890006894369,186.24652215545484,186.24652292912268,186.24652200083588,186.2465215364059,186.2465215364059,186.24652200108153,186.24652292887706
20.0,10.0,10.0,129.86828385347636,129.8682838529853,129.9506683442975,129.95067061894272,129.95066789008902,129.95066652381985,129.95066652381985,129.9506678906622,129.95067061845145
20.0,10.0,9.990009990009991,56.913698925175886,56.9136989252576,57.1003968363219,57.10042345010351,57.100391556487686,57.10037550245638,57.10037550253826,57.10039155616016,57.100423450185396
20.0,10.0,9.98003992015968,41.219790875727405,41.21979087638116,41.47567316155986,41.4757420793973,41.475659590179234,41.47561781522587,41.475617815143984,41.47565958936042,41.47574208005235
20.0,10.0,9.950248756218906,26.084426695596765,26.084426695844034,26.479838325990656,26.480097015800183,26.479788528907218,26.47962943330551,26.47962943305987,26.47978852882534,26.480097016045825
20.0,10.0,9.900990099009901,18.13865480687694,18.138654806800666,18.68655362349682,18.68726175768927,18.686422615565057,18.685976497481782,18.685976496908616,18.68642261572882,18.687261757607388
20.0,10.0,9.80392156862745,12.354579414610045,12.354579415076241,13.102199377689692,13.10410221140808,13.10187625317317,13.100619668569706,13.100619668569706,13.101876252518121,13.104102211899367
20.0,10.0,9.523809523809524,6.997367749586627,6.997367749734557,8.066116602221403,8.072643363264493,8.065315070819965,8.060391372334106,8.060391372989155,8.06531507049244,8.072643363428256
20.0,10.0,9.09090909090909,4.171145744043117,4.171145743975433,5.465045127029292,5.479847681682157,5.464440623786269,5.450847075496625,5.450847075906031,5.464440623704387,5.479847681600276
30.0,10.0,10.101010101010102,6208.36894857055,6208.368948571123,6208.377860560235,6208.377860560836,6208.377860560016,6208.377860559853,6208.377860559525,6208.377860559771,6208.377860561409
30.0,10.0,10.050251256281406,3089.605930900443,3089.6059309008524,3089.623659314743,3089.623659319246,3089.623659313924,3089.623659311058,3089.623659311058,3089.6236593135145,3089.6236593196554
30.0,10.0,10.020040080160319,1238.9005342007158,1238.9005342012072,1238.9444780102501,1238.9444780782114,1238.944477996658,1238.944477955881,1238.9444779560447,1238.944477996003,1238.9444780787028
30.0,10.0,10.01001001001001,642.1463819861744,642.1463819862562,642.2309785564253,642.2309790445735,642.2309784600238,642.2309781649241,642.2309781644328,642.230978459942,642.2309790446553
30.0,10.0,10.005002501250624,383.0755984825795,383.0755984830707,383.21720275599006,383.2172050344155,383.2172023008127,383.2172009327421,383.2172009327421,383.2172023003214,383.2172050349068
30.0,10.0,10.002000400080016,272.371186127113,272.3711861267856,272.5700926725218,272.57009899384354,272.5700914105829,272.57008761309805,272.5700876134256,272.57009141066476,272.570098993516
30.0,10.0,10.0,222.89245094406564,222.89245094390196,223.13525312389592,223.13526463150265,223.13525082846655,223.1352439116367,223.13524391180047,223.13525082863032,223.13526463133888
30.0,10.0,9.990009990009991,122.18871305513936,122.18871305497599,122.62869349139602,122.62876232278062,122.62867984731858,122.62863830400704,122.62863830425269,122.62867984740046,122.62876232261685
30.0,10.0,9.98003992015968,90.9447721996849,90.94477220001096,91.53163608285364,91.53180034512978,91.53160375343893,91.53150414999219,91.53150414974655,91.53160375335705,91.5318003454573
30.0,10.0,9.950248756218906,58.37130333300641,58.37130333292269,59.26557321253413,59.266164448557774,59.265459449731736,59.26509573931288,59.265095739149125,59.26545944997738,59.26616444847589
30.0,10.0,9.900990099009901,40.72986026334849,40.7298602635942,41.96486179797729,41.96646399135227,41.96456547460015,41.96355592810228,41.9635559280204,41.96456547419074,41.96646399159792
30.0,10.0,9.80392156862745,27.77684631095822,27.776846310974076,29.460018601485363,29.464308251873685,29.45929034517316,29.456457207532054,29.456457207286412,29.45929034517316,29.464308251873685
30.0,10.0,9.523809523809524,15.740654741276257,15.740654741551905,18.145658367989302,18.160350250471772,18.143854505144688,18.132770348638026,18.132770348392384,18.14385450448964,18.160350250799297
30.0,10.0,9.09090909090909,9.384234489129462,9.384234489019645,12.295612694182587,12.328923186499967,12.29425304812687,12.263661847757161,12.263661848084686,12.294253048208752,12.328923186418086
10.0,30.0,30.303030303030305,6208.112826413444,6208.112826413227,6208.11381667667,6208.113816676724,6208.113816676397,6208.113816676942,6208.113816676506,6208.113816676942,6208.113816676506
10.0,30.0,30.15075376884422,3088.571601846304,3088.5716018459766,3088.5735723483353,3088.5735723484445,3088.573572348226,3088.5735723483353,3088.5735723483353,3088.5735723485536,3088.573572348117
10.0,30.0,30.06012024048096,1232.475942446715,1232.475942446715,1232.4808508306157,1232.4808508315255,1232.480850830543,1232.4808508297788,1232.4808508297788,1232.480850830543,1232.4808508315255
10.0,30.0,30.030030030030034,618.4424622888971,618.442462288788,618.4522242747495,618.4522242837746,618.4522242736214,618.4522242668526,618.4522242668526,618.4522242737305,618.4522242836655
10.0,30.0,30.01500750375187,319.54085174522936,319.54085174533856,319.55972478020766,319.55972482908163,319.55972477067303,319.55972474108665,319.55972474108665,319.55972477012716,319.5597248291908
10.0,30.0,30.006001200240046,167.1157314877924,167.1157314875741,167.15178636930708,167.15178670827694,167.15178630127295,167.151786098426,167.15178609820765,167.15178630160045,167.15178670805858
10.0,30.0,30.0,107.21568926583754,107.21568926605578,107.27183306838945,107.27183434229666,107.27183281799682,107.27183204482024,107.27183204482024,107.27183281788766,107.271834342515
10.0,30.0,29.970029970029973,43.134790169442795,43.13479016955175,43.27337158997397,43.273390932544054,43.27336775777152,43.273356079879264,43.27335607933339,43.27336775766234,43.27339093265323
10.0,30.0,29.94011976047904,31.041983633165497,31.04198363327373,31.233127045054037,31.233178120616394,31.233116974598296,31.233086039783657,31.233086040438707,31.233116974161597,31.23317812072557
10.0,30.0,29.85074626865672,19.58489877854543,19.58489877832937,19.881148249187582,19.88134164100785,19.88111102815548,19.88099207839941,19.88099207861776,19.88111102815548,19.8813416407895
10.0,30.0,29.7029702970297,13.60949805208566,13.609498052189679,14.020273068748756,14.020803578986651,14.020174902798708,14.019840724351731,14.019840724351731,14.020174902907883,14.020803579095826
10.0,30.0,29.41176470588235,9.267332187063726,9.267332186688689,9.827978461723164,9.829405072773199,9.827736242306138,9.826794070199334,9.826794070308509,9.827736242415313,9.829405072336499
10.0,30.0,28.57142857142857,5.248253571587862,5.248253571685998,6.049793991923422,6.054688586139143,6.049192896351734,6.0455004932248,6.045500493333975,6.049192896242559,6.054688586248318
10.0,30.0,27.272727272727273,3.128414886189767,3.128414886545527,4.098832503644232,4.109934030312807,4.098379151960181,4.0881843286597075,4.088184328441358,4.098379151741831,4.109934030749507
20.0,30.0,30.303030303030305,6208.59301919269,6208.593019192908,6208.608862126285,6208.608862127977,6208.608862125902,6208.60886212492,6208.608862125138,6208.608862125575,6208.608862128195
20.0,30.0,30.15075376884422,3090.5098088937903,3090.509808893572,3090.541316596909,3090.5413166109556,3090.5413165940336,3090.5413165857362,3090.541316585518,3090.54131659447,3090.5413166107373
20.0,30.0,30.06012024048096,1244.4146760694903,1244.4146760697085,1244.492448334319,1244.492448546446,1244.49244829185,1244.4924481646613,1244.4924481648798,1244.4924482914134,1244.4924485466643
20.0,30.0,30.030030030030034,660.4621238324326,660.4621238325417,660.608322795367,660.6083242035594,660.6083225140779,660.6083216687367,660.6083216685183,660.6083225136413,660.6083242036685
20.0,30.0,30.01500750375187,419.50034487872955,419.50034487862035,419.73015161162607,419.7301570903314,419.7301505176754,419.73014722692585,419.73014722692585,419.7301505176754,419.7301570902222
20.0,30.0,30.006001200240046,317.8644276491456,317.8644276490366,318.1673050623097,318.16731762087943,318.1673025564912,318.16729500955853,318.16729500977686,318.1673025563821,318.1673176207703
20.0,30.0,30.0,269.9532809351574,269.9532809349392,270.3095283668731,270.3095488198064,270.30952428940924,270.3095119912944,270.3095119915128,270.3095242896276,270.30954881958803
20.0,30.0,29.970029970029973,158.9538459074589,158.9538459075678,159.55491749050654,159.55501622780517,159.55489792873146,159.55483831498296,159.5548383152013,159.55489792840393,159.55501622791434
20.0,30.0,29.94011976047904,119.92259516274305,119.92259516263425,120.7135967761114,120.71382307919396,120.71355225449975,120.71341499469511,120.71341499480428,120.71355225439056,120.71382307908479
20.0,30.0,29.85074626865672,77.57872319269211,77.57872319269534,78.77471120028592,78.77550684125616,78.7745581402725,78.77406861971117,78.77406861927447,78.77455813994499,78.77550684125616
20.0,30.0,29.7029702970297,54.24127570402261,54.241275704022655,55.88971920818636,55.89186252510437,55.88932291133691,55.88797218822695,55.88797218811777,55.88932291122774,55.89186252510437
20.0,30.0,29.41176470588235,37.019073164999575,37.019073164554754,39.26412332235305,39.26984944723792,39.26315134395427,39.259369176030745,39.259369175812395,39.263151344281795,39.26984944680122
20.0,30.0,28.57142857142857,20.984804949284026,20.984804949386266,24.191731322936608,24.21132594389519,24.189325768511836,24.174542256511984,24.174542256293634,24.18932576840266,24.211325944004365
